node_id,attribute,value,k,group_fairness_score
1695, gender,0,2,0.0
1695, gender,0,3,-0.16666666666666663
1695, gender,0,4,-0.25
1695, gender,1,1,-0.5
1695, gender,1,2,0.0
1695, gender,1,3,0.16666666666666669
1695, gender,1,4,0.25
1696, gender,0,1,0.5
1696, gender,0,2,0.5
1696, gender,0,3,0.5
1696, gender,0,4,0.5
1696, gender,1,1,-0.5
1696, gender,1,2,-0.5
1696, gender,1,3,-0.5
1696, gender,1,4,-0.5
1697, gender,0,1,0.5
1697, gender,0,2,0.5
1697, gender,0,3,0.16666666666666669
1697, gender,0,4,0.0
1697, gender,1,1,-0.5
1697, gender,1,2,-0.5
1697, gender,1,3,-0.16666666666666663
1697, gender,1,4,0.0
1698, gender,0,1,0.5
1698, gender,0,2,0.5
1698, gender,0,3,0.5
1698, gender,0,4,0.25
1698, gender,1,1,-0.5
1698, gender,1,2,-0.5
1698, gender,1,3,-0.5
1698, gender,1,4,-0.25
1699, gender,0,1,-0.5
1699, gender,0,2,-0.5
1699, gender,0,3,-0.16666666666666663
1699, gender,0,4,-0.25
1699, gender,1,1,0.5
1699, gender,1,2,0.5
1699, gender,1,3,0.16666666666666669
1699, gender,1,4,0.25
1700, gender,0,1,-0.5
1700, gender,0,2,-0.5
1700, gender,0,3,-0.16666666666666663
1700, gender,0,4,0.0
1700, gender,1,1,0.5
1700, gender,1,2,0.5
1700, gender,1,3,0.16666666666666669
1700, gender,1,4,0.0
1701, gender,0,1,-0.5
1701, gender,0,2,0.0
1701, gender,0,3,-0.16666666666666663
1701, gender,0,4,-0.25
1701, gender,1,1,0.5
1701, gender,1,2,0.0
1701, gender,1,3,0.16666666666666669
1701, gender,1,4,0.25
1702, gender,0,1,-0.5
1702, gender,0,2,0.0
1702, gender,0,3,-0.16666666666666663
1702, gender,0,4,-0.25
1702, gender,1,1,0.5
1702, gender,1,2,0.0
1702, gender,1,3,0.16666666666666669
1702, gender,1,4,0.25
1703, gender,0,1,-0.5
1703, gender,0,2,-0.5
1703, gender,0,3,-0.5
1703, gender,0,4,-0.25
1703, gender,1,1,0.5
1703, gender,1,2,0.5
1703, gender,1,3,0.5
1703, gender,1,4,0.25
1704, gender,0,1,0.5
1704, gender,0,2,0.0
1704, gender,0,3,-0.16666666666666663
1704, gender,0,4,-0.25
1704, gender,1,1,-0.5
1704, gender,1,2,0.0
1704, gender,1,3,0.16666666666666669
1704, gender,1,4,0.25
1705, gender,0,1,0.5
1705, gender,0,2,0.0
1705, gender,0,3,0.16666666666666669
1705, gender,0,4,0.0
1705, gender,1,1,-0.5
1705, gender,1,2,0.0
1705, gender,1,3,-0.16666666666666663
1705, gender,1,4,0.0
1706, gender,0,1,-0.5
1706, gender,0,2,0.0
1706, gender,0,3,0.16666666666666669
1706, gender,0,4,0.0
1706, gender,1,1,0.5
1706, gender,1,2,0.0
1706, gender,1,3,-0.16666666666666663
1706, gender,1,4,0.0
1707, gender,0,1,0.5
1707, gender,0,2,0.0
1707, gender,0,3,-0.16666666666666663
1707, gender,0,4,0.0
1707, gender,1,1,-0.5
1707, gender,1,2,0.0
1707, gender,1,3,0.16666666666666669
1707, gender,1,4,0.0
1708, gender,0,1,-0.5
1708, gender,0,2,0.0
1708, gender,0,3,-0.16666666666666663
1708, gender,0,4,0.0
1708, gender,1,1,0.5
1708, gender,1,2,0.0
1708, gender,1,3,0.16666666666666669
1708, gender,1,4,0.0
1709, gender,0,1,0.5
1709, gender,0,2,0.0
1709, gender,0,3,-0.16666666666666663
1709, gender,0,4,0.0
1709, gender,1,1,-0.5
1709, gender,1,2,0.0
1709, gender,1,3,0.16666666666666669
1709, gender,1,4,0.0
1710, gender,0,1,-0.5
1710, gender,0,2,-0.5
1710, gender,0,3,-0.16666666666666663
1710, gender,0,4,-0.25
1710, gender,1,1,0.5
1710, gender,1,2,0.5
1710, gender,1,3,0.16666666666666669
1710, gender,1,4,0.25
1711, gender,0,1,0.5
1711, gender,0,2,0.0
1711, gender,0,3,0.16666666666666669
1711, gender,0,4,0.0
1711, gender,1,1,-0.5
1711, gender,1,2,0.0
1711, gender,1,3,-0.16666666666666663
1711, gender,1,4,0.0
1712, gender,0,1,0.5
1712, gender,0,2,0.0
1712, gender,0,3,-0.16666666666666663
1712, gender,0,4,0.0
1712, gender,1,1,-0.5
1712, gender,1,2,0.0
1712, gender,1,3,0.16666666666666669
1712, gender,1,4,0.0
1713, gender,0,1,-0.5
1713, gender,0,2,-0.5
1713, gender,0,3,-0.5
1713, gender,0,4,-0.5
1713, gender,1,1,0.5
1713, gender,1,2,0.5
1713, gender,1,3,0.5
1713, gender,1,4,0.5
1714, gender,0,1,0.5
1714, gender,0,2,0.5
1714, gender,0,3,0.16666666666666669
1714, gender,0,4,0.25
1714, gender,1,1,-0.5
1714, gender,1,2,-0.5
1714, gender,1,3,-0.16666666666666663
1714, gender,1,4,-0.25
1715, gender,0,1,0.5
1715, gender,0,2,0.5
1715, gender,0,3,0.5
1715, gender,0,4,0.25
1715, gender,1,1,-0.5
1715, gender,1,2,-0.5
1715, gender,1,3,-0.5
1715, gender,1,4,-0.25
1716, gender,0,1,-0.5
1716, gender,0,2,-0.5
1716, gender,0,3,-0.5
1716, gender,0,4,-0.5
1716, gender,1,1,0.5
1716, gender,1,2,0.5
1716, gender,1,3,0.5
1716, gender,1,4,0.5
1717, gender,0,1,-0.5
1717, gender,0,2,-0.5
1717, gender,0,3,-0.5
1717, gender,0,4,-0.25
1717, gender,1,1,0.5
1717, gender,1,2,0.5
1717, gender,1,3,0.5
1717, gender,1,4,0.25
1718, gender,0,1,-0.5
1718, gender,0,2,-0.5
1718, gender,0,3,-0.5
1718, gender,0,4,-0.5
1718, gender,1,1,0.5
1718, gender,1,2,0.5
1718, gender,1,3,0.5
1718, gender,1,4,0.5
1719, gender,0,1,-0.5
1719, gender,0,2,-0.5
1719, gender,0,3,-0.5
1719, gender,0,4,-0.5
1719, gender,1,1,0.5
1719, gender,1,2,0.5
1719, gender,1,3,0.5
1719, gender,1,4,0.5
1720, gender,0,1,-0.5
1720, gender,0,2,-0.5
1720, gender,0,3,-0.5
1720, gender,0,4,-0.25
1720, gender,1,1,0.5
1720, gender,1,2,0.5
1720, gender,1,3,0.5
1720, gender,1,4,0.25
1721, gender,0,1,-0.5
1721, gender,0,2,-0.5
1721, gender,0,3,-0.5
1721, gender,0,4,-0.5
1721, gender,1,1,0.5
1721, gender,1,2,0.5
1721, gender,1,3,0.5
1721, gender,1,4,0.5
1722, gender,0,1,0.5
1722, gender,0,2,0.5
1722, gender,0,3,0.16666666666666669
1722, gender,0,4,0.0
1722, gender,1,1,-0.5
1722, gender,1,2,-0.5
1722, gender,1,3,-0.16666666666666663
1722, gender,1,4,0.0
1723, gender,0,1,-0.5
1723, gender,0,2,-0.5
1723, gender,0,3,-0.5
1723, gender,0,4,-0.25
1723, gender,1,1,0.5
1723, gender,1,2,0.5
1723, gender,1,3,0.5
1723, gender,1,4,0.25
1724, gender,0,1,-0.5
1724, gender,0,2,-0.5
1724, gender,0,3,-0.5
1724, gender,0,4,-0.5
1724, gender,1,1,0.5
1724, gender,1,2,0.5
1724, gender,1,3,0.5
1724, gender,1,4,0.5
1725, gender,0,1,0.5
1725, gender,0,2,0.5
1725, gender,0,3,0.16666666666666669
1725, gender,0,4,0.0
1725, gender,1,1,-0.5
1725, gender,1,2,-0.5
1725, gender,1,3,-0.16666666666666663
1725, gender,1,4,0.0
1726, gender,0,1,-0.5
1726, gender,0,2,0.0
1726, gender,0,3,-0.16666666666666663
1726, gender,0,4,-0.25
1726, gender,1,1,0.5
1726, gender,1,2,0.0
1726, gender,1,3,0.16666666666666669
1726, gender,1,4,0.25
1727, gender,0,1,-0.5
1727, gender,0,2,-0.5
1727, gender,0,3,-0.5
1727, gender,0,4,-0.5
1727, gender,1,1,0.5
1727, gender,1,2,0.5
1727, gender,1,3,0.5
1727, gender,1,4,0.5
1728, gender,0,1,0.5
1728, gender,0,2,0.5
1728, gender,0,3,0.16666666666666669
1728, gender,0,4,0.25
1728, gender,1,1,-0.5
1728, gender,1,2,-0.5
1728, gender,1,3,-0.16666666666666663
1728, gender,1,4,-0.25
1729, gender,0,1,-0.5
1729, gender,0,2,-0.5
1729, gender,0,3,-0.5
1729, gender,0,4,-0.5
1729, gender,1,1,0.5
1729, gender,1,2,0.5
1729, gender,1,3,0.5
1729, gender,1,4,0.5
1730, gender,0,1,-0.5
1730, gender,0,2,-0.5
1730, gender,0,3,-0.5
1730, gender,0,4,-0.5
1730, gender,1,1,0.5
1730, gender,1,2,0.5
1730, gender,1,3,0.5
1730, gender,1,4,0.5
1731, gender,0,1,-0.5
1731, gender,0,2,-0.5
1731, gender,0,3,-0.5
1731, gender,0,4,-0.5
1731, gender,1,1,0.5
1731, gender,1,2,0.5
1731, gender,1,3,0.5
1731, gender,1,4,0.5
1732, gender,0,1,-0.5
1732, gender,0,2,-0.5
1732, gender,0,3,-0.5
1732, gender,0,4,-0.5
1732, gender,1,1,0.5
1732, gender,1,2,0.5
1732, gender,1,3,0.5
1732, gender,1,4,0.5
1733, gender,0,1,-0.5
1733, gender,0,2,-0.5
1733, gender,0,3,-0.16666666666666663
1733, gender,0,4,-0.25
1733, gender,1,1,0.5
1733, gender,1,2,0.5
1733, gender,1,3,0.16666666666666669
1733, gender,1,4,0.25
1734, gender,0,1,-0.5
1734, gender,0,2,0.0
1734, gender,0,3,0.16666666666666669
1734, gender,0,4,0.0
1734, gender,1,1,0.5
1734, gender,1,2,0.0
1734, gender,1,3,-0.16666666666666663
1734, gender,1,4,0.0
1735, gender,0,1,0.5
1735, gender,0,2,0.0
1735, gender,0,3,-0.16666666666666663
1735, gender,0,4,0.0
1735, gender,1,1,-0.5
1735, gender,1,2,0.0
1735, gender,1,3,0.16666666666666669
1735, gender,1,4,0.0
1736, gender,0,1,-0.5
1736, gender,0,2,0.0
1736, gender,0,3,-0.16666666666666663
1736, gender,0,4,0.0
1736, gender,1,1,0.5
1736, gender,1,2,0.0
1736, gender,1,3,0.16666666666666669
1736, gender,1,4,0.0
1737, gender,0,1,-0.5
1737, gender,0,2,-0.5
1737, gender,0,3,-0.16666666666666663
1737, gender,0,4,0.0
1737, gender,1,1,0.5
1737, gender,1,2,0.5
1737, gender,1,3,0.16666666666666669
1737, gender,1,4,0.0
1738, gender,0,1,0.5
1738, gender,0,2,0.0
1738, gender,0,3,-0.16666666666666663
1738, gender,0,4,-0.25
1738, gender,1,1,-0.5
1738, gender,1,2,0.0
1738, gender,1,3,0.16666666666666669
1738, gender,1,4,0.25
1739, gender,0,1,-0.5
1739, gender,0,2,-0.5
1739, gender,0,3,-0.5
1739, gender,0,4,-0.5
1739, gender,1,1,0.5
1739, gender,1,2,0.5
1739, gender,1,3,0.5
1739, gender,1,4,0.5
1740, gender,0,1,0.5
1740, gender,0,2,0.0
1740, gender,0,3,-0.16666666666666663
1740, gender,0,4,0.0
1740, gender,1,1,-0.5
1740, gender,1,2,0.0
1740, gender,1,3,0.16666666666666669
1740, gender,1,4,0.0
1741, gender,0,1,0.5
1741, gender,0,2,0.0
1741, gender,0,3,0.16666666666666669
1741, gender,0,4,0.25
1741, gender,1,1,-0.5
1741, gender,1,2,0.0
1741, gender,1,3,-0.16666666666666663
1741, gender,1,4,-0.25
1742, gender,0,1,-0.5
1742, gender,0,2,-0.5
1742, gender,0,3,-0.5
1742, gender,0,4,-0.25
1742, gender,1,1,0.5
1742, gender,1,2,0.5
1742, gender,1,3,0.5
1742, gender,1,4,0.25
1743, gender,0,1,0.5
1743, gender,0,2,0.0
1743, gender,0,3,-0.16666666666666663
1743, gender,0,4,0.0
1743, gender,1,1,-0.5
1743, gender,1,2,0.0
1743, gender,1,3,0.16666666666666669
1743, gender,1,4,0.0
1744, gender,0,1,-0.5
1744, gender,0,2,0.0
1744, gender,0,3,-0.16666666666666663
1744, gender,0,4,0.0
1744, gender,1,1,0.5
1744, gender,1,2,0.0
1744, gender,1,3,0.16666666666666669
1744, gender,1,4,0.0
1745, gender,0,1,-0.5
1745, gender,0,2,-0.5
1745, gender,0,3,-0.5
1745, gender,0,4,-0.25
1745, gender,1,1,0.5
1745, gender,1,2,0.5
1745, gender,1,3,0.5
1745, gender,1,4,0.25
1746, gender,0,1,0.5
1746, gender,0,2,0.0
1746, gender,0,3,0.16666666666666669
1746, gender,0,4,0.0
1746, gender,1,1,-0.5
1746, gender,1,2,0.0
1746, gender,1,3,-0.16666666666666663
1746, gender,1,4,0.0
1747, gender,0,1,0.5
1747, gender,0,2,0.0
1747, gender,0,3,-0.16666666666666663
1747, gender,0,4,-0.25
1747, gender,1,1,-0.5
1747, gender,1,2,0.0
1747, gender,1,3,0.16666666666666669
1747, gender,1,4,0.25
1748, gender,0,1,0.5
1748, gender,0,2,0.0
1748, gender,0,3,0.16666666666666669
1748, gender,0,4,0.0
1748, gender,1,1,-0.5
1748, gender,1,2,0.0
1748, gender,1,3,-0.16666666666666663
1748, gender,1,4,0.0
1749, gender,0,1,-0.5
1749, gender,0,2,-0.5
1749, gender,0,3,-0.5
1749, gender,0,4,-0.25
1749, gender,1,1,0.5
1749, gender,1,2,0.5
1749, gender,1,3,0.5
1749, gender,1,4,0.25
1750, gender,0,1,0.5
1750, gender,0,2,0.0
1750, gender,0,3,0.16666666666666669
1750, gender,0,4,0.0
1750, gender,1,1,-0.5
1750, gender,1,2,0.0
1750, gender,1,3,-0.16666666666666663
1750, gender,1,4,0.0
1751, gender,0,1,0.5
1751, gender,0,2,0.5
1751, gender,0,3,0.5
1751, gender,0,4,0.5
1751, gender,1,1,-0.5
1751, gender,1,2,-0.5
1751, gender,1,3,-0.5
1751, gender,1,4,-0.5
1752, gender,0,1,0.5
1752, gender,0,2,0.5
1752, gender,0,3,0.16666666666666669
1752, gender,0,4,0.25
1752, gender,1,1,-0.5
1752, gender,1,2,-0.5
1752, gender,1,3,-0.16666666666666663
1752, gender,1,4,-0.25
1753, gender,0,1,-0.5
1753, gender,0,2,0.0
1753, gender,0,3,-0.16666666666666663
1753, gender,0,4,0.0
1753, gender,1,1,0.5
1753, gender,1,2,0.0
1753, gender,1,3,0.16666666666666669
1753, gender,1,4,0.0
1754, gender,0,1,-0.5
1754, gender,0,2,0.0
1754, gender,0,3,-0.16666666666666663
1754, gender,0,4,-0.25
1754, gender,1,1,0.5
1754, gender,1,2,0.0
1754, gender,1,3,0.16666666666666669
1754, gender,1,4,0.25
1755, gender,0,1,-0.5
1755, gender,0,2,-0.5
1755, gender,0,3,-0.16666666666666663
1755, gender,0,4,-0.25
1755, gender,1,1,0.5
1755, gender,1,2,0.5
1755, gender,1,3,0.16666666666666669
1755, gender,1,4,0.25
1756, gender,0,1,-0.5
1756, gender,0,2,0.0
1756, gender,0,3,-0.16666666666666663
1756, gender,0,4,-0.25
1756, gender,1,1,0.5
1756, gender,1,2,0.0
1756, gender,1,3,0.16666666666666669
1756, gender,1,4,0.25
1757, gender,0,1,0.5
1757, gender,0,2,0.0
1757, gender,0,3,-0.16666666666666663
1757, gender,0,4,0.0
1757, gender,1,1,-0.5
1757, gender,1,2,0.0
1757, gender,1,3,0.16666666666666669
1757, gender,1,4,0.0
1758, gender,0,1,0.5
1758, gender,0,2,0.0
1758, gender,0,3,0.16666666666666669
1758, gender,0,4,0.0
1758, gender,1,1,-0.5
1758, gender,1,2,0.0
1758, gender,1,3,-0.16666666666666663
1758, gender,1,4,0.0
1759, gender,0,1,-0.5
1759, gender,0,2,0.0
1759, gender,0,3,-0.16666666666666663
1759, gender,0,4,0.0
1759, gender,1,1,0.5
1759, gender,1,2,0.0
1759, gender,1,3,0.16666666666666669
1759, gender,1,4,0.0
1760, gender,0,1,0.5
1760, gender,0,2,0.0
1760, gender,0,3,0.16666666666666669
1760, gender,0,4,0.0
1760, gender,1,1,-0.5
1760, gender,1,2,0.0
1760, gender,1,3,-0.16666666666666663
1760, gender,1,4,0.0
1761, gender,0,1,0.5
1761, gender,0,2,0.0
1761, gender,0,3,0.16666666666666669
1761, gender,0,4,0.0
1761, gender,1,1,-0.5
1761, gender,1,2,0.0
1761, gender,1,3,-0.16666666666666663
1761, gender,1,4,0.0
1762, gender,0,1,0.5
1762, gender,0,2,0.0
1762, gender,0,3,0.16666666666666669
1762, gender,0,4,0.0
1762, gender,1,1,-0.5
1762, gender,1,2,0.0
1762, gender,1,3,-0.16666666666666663
1762, gender,1,4,0.0
1763, gender,0,1,0.5
1763, gender,0,2,0.0
1763, gender,0,3,0.16666666666666669
1763, gender,0,4,0.0
1763, gender,1,1,-0.5
1763, gender,1,2,0.0
1763, gender,1,3,-0.16666666666666663
1763, gender,1,4,0.0
1764, gender,0,1,0.5
1764, gender,0,2,0.0
1764, gender,0,3,0.16666666666666669
1764, gender,0,4,0.0
1764, gender,1,1,-0.5
1764, gender,1,2,0.0
1764, gender,1,3,-0.16666666666666663
1764, gender,1,4,0.0
1765, gender,0,1,0.5
1765, gender,0,2,0.5
1765, gender,0,3,0.5
1765, gender,0,4,0.5
1765, gender,1,1,-0.5
1765, gender,1,2,-0.5
1765, gender,1,3,-0.5
1765, gender,1,4,-0.5
1766, gender,0,1,-0.5
1766, gender,0,2,-0.5
1766, gender,0,3,-0.16666666666666663
1766, gender,0,4,-0.25
1766, gender,1,1,0.5
1766, gender,1,2,0.5
1766, gender,1,3,0.16666666666666669
1766, gender,1,4,0.25
1767, gender,0,1,0.5
1767, gender,0,2,0.0
1767, gender,0,3,0.16666666666666669
1767, gender,0,4,0.0
1767, gender,1,1,-0.5
1767, gender,1,2,0.0
1767, gender,1,3,-0.16666666666666663
1767, gender,1,4,0.0
1768, gender,0,1,-0.5
1768, gender,0,2,0.0
1768, gender,0,3,-0.16666666666666663
1768, gender,0,4,0.0
1768, gender,1,1,0.5
1768, gender,1,2,0.0
1768, gender,1,3,0.16666666666666669
1768, gender,1,4,0.0
1769, gender,0,1,-0.5
1769, gender,0,2,-0.5
1769, gender,0,3,-0.5
1769, gender,0,4,-0.25
1769, gender,1,1,0.5
1769, gender,1,2,0.5
1769, gender,1,3,0.5
1769, gender,1,4,0.25
1770, gender,0,1,-0.5
1770, gender,0,2,0.0
1770, gender,0,3,-0.16666666666666663
1770, gender,0,4,-0.25
1770, gender,1,1,0.5
1770, gender,1,2,0.0
1770, gender,1,3,0.16666666666666669
1770, gender,1,4,0.25
1771, gender,0,1,-0.5
1771, gender,0,2,-0.5
1771, gender,0,3,-0.16666666666666663
1771, gender,0,4,0.0
1771, gender,1,1,0.5
1771, gender,1,2,0.5
1771, gender,1,3,0.16666666666666669
1771, gender,1,4,0.0
1772, gender,0,1,0.5
1772, gender,0,2,0.5
1772, gender,0,3,0.5
1772, gender,0,4,0.5
1772, gender,1,1,-0.5
1772, gender,1,2,-0.5
1772, gender,1,3,-0.5
1772, gender,1,4,-0.5
1773, gender,0,1,-0.5
1773, gender,0,2,0.0
1773, gender,0,3,-0.16666666666666663
1773, gender,0,4,0.0
1773, gender,1,1,0.5
1773, gender,1,2,0.0
1773, gender,1,3,0.16666666666666669
1773, gender,1,4,0.0
1774, gender,0,1,0.5
1774, gender,0,2,0.0
1774, gender,0,3,-0.16666666666666663
1774, gender,0,4,0.0
1774, gender,1,1,-0.5
1774, gender,1,2,0.0
1774, gender,1,3,0.16666666666666669
1774, gender,1,4,0.0
1775, gender,0,1,0.5
1775, gender,0,2,0.0
1775, gender,0,3,0.16666666666666669
1775, gender,0,4,0.25
1775, gender,1,1,-0.5
1775, gender,1,2,0.0
1775, gender,1,3,-0.16666666666666663
1775, gender,1,4,-0.25
1776, gender,0,1,0.5
1776, gender,0,2,0.0
1776, gender,0,3,0.16666666666666669
1776, gender,0,4,0.0
1776, gender,1,1,-0.5
1776, gender,1,2,0.0
1776, gender,1,3,-0.16666666666666663
1776, gender,1,4,0.0
1777, gender,0,1,0.5
1777, gender,0,2,0.5
1777, gender,0,3,0.5
1777, gender,0,4,0.5
1777, gender,1,1,-0.5
1777, gender,1,2,-0.5
1777, gender,1,3,-0.5
1777, gender,1,4,-0.5
1778, gender,0,1,0.5
1778, gender,0,2,0.0
1778, gender,0,3,0.16666666666666669
1778, gender,0,4,0.0
1778, gender,1,1,-0.5
1778, gender,1,2,0.0
1778, gender,1,3,-0.16666666666666663
1778, gender,1,4,0.0
1779, gender,0,1,-0.5
1779, gender,0,2,0.0
1779, gender,0,3,-0.16666666666666663
1779, gender,0,4,0.0
1779, gender,1,1,0.5
1779, gender,1,2,0.0
1779, gender,1,3,0.16666666666666669
1779, gender,1,4,0.0
1780, gender,0,1,0.5
1780, gender,0,2,0.0
1780, gender,0,3,-0.16666666666666663
1780, gender,0,4,0.0
1780, gender,1,1,-0.5
1780, gender,1,2,0.0
1780, gender,1,3,0.16666666666666669
1780, gender,1,4,0.0
1781, gender,0,1,0.5
1781, gender,0,2,0.0
1781, gender,0,3,-0.16666666666666663
1781, gender,0,4,-0.25
1781, gender,1,1,-0.5
1781, gender,1,2,0.0
1781, gender,1,3,0.16666666666666669
1781, gender,1,4,0.25
1782, gender,0,1,-0.5
1782, gender,0,2,0.0
1782, gender,0,3,-0.16666666666666663
1782, gender,0,4,0.0
1782, gender,1,1,0.5
1782, gender,1,2,0.0
1782, gender,1,3,0.16666666666666669
1782, gender,1,4,0.0
1783, gender,0,1,0.5
1783, gender,0,2,0.0
1783, gender,0,3,0.16666666666666669
1783, gender,0,4,0.0
1783, gender,1,1,-0.5
1783, gender,1,2,0.0
1783, gender,1,3,-0.16666666666666663
1783, gender,1,4,0.0
1784, gender,0,1,0.5
1784, gender,0,2,0.0
1784, gender,0,3,-0.16666666666666663
1784, gender,0,4,-0.25
1784, gender,1,1,-0.5
1784, gender,1,2,0.0
1784, gender,1,3,0.16666666666666669
1784, gender,1,4,0.25
1785, gender,0,1,-0.5
1785, gender,0,2,-0.5
1785, gender,0,3,-0.5
1785, gender,0,4,-0.25
1785, gender,1,1,0.5
1785, gender,1,2,0.5
1785, gender,1,3,0.5
1785, gender,1,4,0.25
1786, gender,0,1,0.5
1786, gender,0,2,0.0
1786, gender,0,3,0.16666666666666669
1786, gender,0,4,0.0
1786, gender,1,1,-0.5
1786, gender,1,2,0.0
1786, gender,1,3,-0.16666666666666663
1786, gender,1,4,0.0
1787, gender,0,1,0.5
1787, gender,0,2,0.0
1787, gender,0,3,0.16666666666666669
1787, gender,0,4,0.0
1787, gender,1,1,-0.5
1787, gender,1,2,0.0
1787, gender,1,3,-0.16666666666666663
1787, gender,1,4,0.0
1788, gender,0,1,0.5
1788, gender,0,2,0.0
1788, gender,0,3,0.16666666666666669
1788, gender,0,4,0.0
1788, gender,1,1,-0.5
1788, gender,1,2,0.0
1788, gender,1,3,-0.16666666666666663
1788, gender,1,4,0.0
1789, gender,0,1,0.5
1789, gender,0,2,0.0
1789, gender,0,3,0.16666666666666669
1789, gender,0,4,0.0
1789, gender,1,1,-0.5
1789, gender,1,2,0.0
1789, gender,1,3,-0.16666666666666663
1789, gender,1,4,0.0
1790, gender,0,1,-0.5
1790, gender,0,2,0.0
1790, gender,0,3,-0.16666666666666663
1790, gender,0,4,0.0
1790, gender,1,1,0.5
1790, gender,1,2,0.0
1790, gender,1,3,0.16666666666666669
1790, gender,1,4,0.0
1791, gender,0,1,-0.5
1791, gender,0,2,-0.5
1791, gender,0,3,-0.5
1791, gender,0,4,-0.5
1791, gender,1,1,0.5
1791, gender,1,2,0.5
1791, gender,1,3,0.5
1791, gender,1,4,0.5
1792, gender,0,1,-0.5
1792, gender,0,2,-0.5
1792, gender,0,3,-0.16666666666666663
1792, gender,0,4,-0.25
1792, gender,1,1,0.5
1792, gender,1,2,0.5
1792, gender,1,3,0.16666666666666669
1792, gender,1,4,0.25
1793, gender,0,1,0.5
1793, gender,0,2,0.0
1793, gender,0,3,-0.16666666666666663
1793, gender,0,4,0.0
1793, gender,1,1,-0.5
1793, gender,1,2,0.0
1793, gender,1,3,0.16666666666666669
1793, gender,1,4,0.0
1794, gender,0,1,0.5
1794, gender,0,2,0.0
1794, gender,0,3,-0.16666666666666663
1794, gender,0,4,0.0
1794, gender,1,1,-0.5
1794, gender,1,2,0.0
1794, gender,1,3,0.16666666666666669
1794, gender,1,4,0.0
1795, gender,0,1,0.5
1795, gender,0,2,0.0
1795, gender,0,3,-0.16666666666666663
1795, gender,0,4,0.0
1795, gender,1,1,-0.5
1795, gender,1,2,0.0
1795, gender,1,3,0.16666666666666669
1795, gender,1,4,0.0
1796, gender,0,1,0.5
1796, gender,0,2,0.5
1796, gender,0,3,0.16666666666666669
1796, gender,0,4,0.0
1796, gender,1,1,-0.5
1796, gender,1,2,-0.5
1796, gender,1,3,-0.16666666666666663
1796, gender,1,4,0.0
1797, gender,0,1,-0.5
1797, gender,0,2,-0.5
1797, gender,0,3,-0.5
1797, gender,0,4,-0.25
1797, gender,1,1,0.5
1797, gender,1,2,0.5
1797, gender,1,3,0.5
1797, gender,1,4,0.25
1798, gender,0,1,0.5
1798, gender,0,2,0.0
1798, gender,0,3,-0.16666666666666663
1798, gender,0,4,-0.25
1798, gender,1,1,-0.5
1798, gender,1,2,0.0
1798, gender,1,3,0.16666666666666669
1798, gender,1,4,0.25
1799, gender,0,1,-0.5
1799, gender,0,2,0.0
1799, gender,0,3,-0.16666666666666663
1799, gender,0,4,0.0
1799, gender,1,1,0.5
1799, gender,1,2,0.0
1799, gender,1,3,0.16666666666666669
1799, gender,1,4,0.0
1800, gender,0,1,-0.5
1800, gender,0,2,0.0
1800, gender,0,3,-0.16666666666666663
1800, gender,0,4,0.0
1800, gender,1,1,0.5
1800, gender,1,2,0.0
1800, gender,1,3,0.16666666666666669
1800, gender,1,4,0.0
1801, gender,0,1,0.5
1801, gender,0,2,0.0
1801, gender,0,3,-0.16666666666666663
1801, gender,0,4,0.0
1801, gender,1,1,-0.5
1801, gender,1,2,0.0
1801, gender,1,3,0.16666666666666669
1801, gender,1,4,0.0
1802, gender,0,1,-0.5
1802, gender,0,2,0.0
1802, gender,0,3,-0.16666666666666663
1802, gender,0,4,0.0
1802, gender,1,1,0.5
1802, gender,1,2,0.0
1802, gender,1,3,0.16666666666666669
1802, gender,1,4,0.0
1803, gender,0,1,-0.5
1803, gender,0,2,0.0
1803, gender,0,3,-0.16666666666666663
1803, gender,0,4,0.0
1803, gender,1,1,0.5
1803, gender,1,2,0.0
1803, gender,1,3,0.16666666666666669
1803, gender,1,4,0.0
1804, gender,0,1,0.5
1804, gender,0,2,0.0
1804, gender,0,3,-0.16666666666666663
1804, gender,0,4,0.0
1804, gender,1,1,-0.5
1804, gender,1,2,0.0
1804, gender,1,3,0.16666666666666669
1804, gender,1,4,0.0
1805, gender,0,1,0.5
1805, gender,0,2,0.5
1805, gender,0,3,0.5
1805, gender,0,4,0.25
1805, gender,1,1,-0.5
1805, gender,1,2,-0.5
1805, gender,1,3,-0.5
1805, gender,1,4,-0.25
1806, gender,0,1,-0.5
1806, gender,0,2,-0.5
1806, gender,0,3,-0.16666666666666663
1806, gender,0,4,-0.25
1806, gender,1,1,0.5
1806, gender,1,2,0.5
1806, gender,1,3,0.16666666666666669
1806, gender,1,4,0.25
1807, gender,0,1,-0.5
1807, gender,0,2,0.0
1807, gender,0,3,-0.16666666666666663
1807, gender,0,4,-0.25
1807, gender,1,1,0.5
1807, gender,1,2,0.0
1807, gender,1,3,0.16666666666666669
1807, gender,1,4,0.25
1808, gender,0,1,0.5
1808, gender,0,2,0.0
1808, gender,0,3,0.16666666666666669
1808, gender,0,4,0.0
1808, gender,1,1,-0.5
1808, gender,1,2,0.0
1808, gender,1,3,-0.16666666666666663
1808, gender,1,4,0.0
1809, gender,0,1,-0.5
1809, gender,0,2,-0.5
1809, gender,0,3,-0.16666666666666663
